iter	MultiClass
295	0.1415551943
296	0.141550255
297	0.1415416583
298	0.1415277341
299	0.1415199242
300	0.1415101583
301	0.1414840678
302	0.1414674529
303	0.1414612413
304	0.1414410574
305	0.1414295127
306	0.1414214624
307	0.1414132114
308	0.1413978457
309	0.1413771553
310	0.1413646827
311	0.1413510406
312	0.1413288752
313	0.1413120449
314	0.1413014249
315	0.141281772
316	0.1412603643
317	0.1412521607
318	0.1412402015
319	0.1412330107
320	0.1412184351
321	0.1412101138
322	0.1411968121
323	0.1411874401
324	0.141165845
325	0.1410917359
326	0.1410836832
327	0.1410373618
328	0.1410122927
329	0.1409984273
330	0.1409937648
331	0.140979707
332	0.1409714524
333	0.1409589394
334	0.1409251008
335	0.1409138122
336	0.1408958601
337	0.1408845135
338	0.1408734018
339	0.1408595658
340	0.1408502768
341	0.1408350146
342	0.1408248521
343	0.1407858428
344	0.1407414747
345	0.1407174404
346	0.1406948869
347	0.1406776124
348	0.1406684717
349	0.1406587896
350	0.1406414983
351	0.1406356293
352	0.1406263914
353	0.1406111777
354	0.1405926405
355	0.1405694529
356	0.1405418632
357	0.1405306345
358	0.1405107287
359	0.1404902939
360	0.1404856644
361	0.1404779312
362	0.140462695
363	0.1404490569
364	0.1404393242
365	0.1404335346
366	0.1404081913
367	0.1404056224
368	0.1403895974
369	0.140367641
370	0.1403504282
371	0.1403447961
372	0.1403290217
373	0.1402347148
374	0.1402270666
375	0.1402155702
376	0.1402025796
377	0.1401960807
378	0.140191619
379	0.1401715882
380	0.140168852
381	0.1401542039
382	0.1401486177
383	0.1401392455
384	0.1401358202
385	0.1401050578
386	0.1400636317
387	0.1400486715
388	0.1400406785
389	0.1400186557
390	0.1400069521
391	0.1399880153
392	0.1399645739
393	0.1399314685
394	0.1399237057
395	0.1398909227
396	0.1398629459
397	0.1398512854
398	0.1398258038
399	0.1398209749
400	0.1398108391
401	0.1398025876
402	0.1397836502
403	0.1397806831
404	0.1397588405
405	0.1397519341
406	0.1397405786
407	0.1397207788
408	0.1397151637
409	0.1397078331
410	0.1396941282
411	0.1396864679
412	0.1396729055
413	0.1396595223
414	0.1396448899
415	0.1396360342
416	0.1396235127
417	0.1396086429
418	0.1396006242
419	0.1395968275
420	0.1395898719
421	0.1395790157
422	0.1395704775
423	0.1395601014
424	0.1395416134
425	0.1395358889
426	0.1395291681
427	0.1395118794
428	0.1394868174
429	0.1394657001
430	0.1394640608
431	0.1394592287
432	0.1394543331
433	0.1394508229
434	0.1394410287
435	0.1393917918
436	0.139383971
437	0.1393716276
438	0.1393654162
439	0.1393627002
440	0.1393564193
441	0.1393439803
442	0.1393400476
443	0.1393237565
444	0.1393143169
445	0.1393081047
446	0.1392971971
447	0.1392937984
448	0.1392787672
449	0.1392506213
450	0.1392381203
451	0.1392280659
452	0.139223268
453	0.1392155805
454	0.1391997854
455	0.1391795903
456	0.1391759676
457	0.1391645546
458	0.1391513473
459	0.1391408295
460	0.1391238974
461	0.1391033258
462	0.1390960571
463	0.1390834991
464	0.1390708493
465	0.1390619696
466	0.1390501891
467	0.1390483611
468	0.1390455802
469	0.1390366586
470	0.1390270503
471	0.1390191536
472	0.1390121095
473	0.1390044092
474	0.1390007988
475	0.1389951708
476	0.1389856251
477	0.1389715747
478	0.1389627982
479	0.1389549858
480	0.1389497942
481	0.138940764
482	0.1389343225
483	0.1389250661
484	0.138919999
485	0.1389135073
486	0.1389031534
487	0.1388965219
488	0.1388937348
489	0.1388858997
490	0.1388814226
491	0.138878176
492	0.1388639008
493	0.1388564602
494	0.1388472347
495	0.1388368676
496	0.1388307137
497	0.1388279931
498	0.1388159266
499	0.1387934019
500	0.1387871291
501	0.138778627
502	0.1387755586
503	0.1387676229
504	0.1387612848
505	0.1387469934
506	0.1387350391
507	0.1387284576
508	0.1387251934
509	0.1387196914
510	0.1387132459
511	0.1387015972
512	0.1386951327
513	0.1386904812
514	0.1386876769
515	0.1386797007
516	0.1386721611
517	0.1386589515
518	0.138652105
519	0.1386485186
520	0.1386412182
521	0.1386317818
522	0.1386265352
523	0.1386181686
524	0.1385949932
525	0.1385934036
526	0.1385757954
527	0.1385537247
528	0.1385471038
529	0.1385318462
530	0.1385244934
531	0.1385165395
532	0.1385110885
533	0.1384988383
534	0.1384922739
535	0.1384830418
536	0.1384747068
537	0.1384670231
538	0.1384581041
539	0.1384474044
540	0.1384374993
541	0.1384267529
542	0.1384230196
543	0.1384205607
544	0.1383877785
545	0.1383743835
546	0.1383677706
547	0.1383624117
548	0.1383556962
549	0.1383446253
550	0.1383415592
551	0.1383345196
552	0.1383181182
553	0.1383078125
554	0.1383005285
555	0.1382955823
556	0.1382896976
557	0.1382745013
558	0.138262613
559	0.1382610109
560	0.1382580922
561	0.1382487802
562	0.1382434616
563	0.1382389164
564	0.1382308221
565	0.1382233114
566	0.1382137928
567	0.1382058363
568	0.1382039686
569	0.1381996778
570	0.1381879114
571	0.1381791917
572	0.1381637273
573	0.1381570937
574	0.1381468841
575	0.1381377417
576	0.1381323033
577	0.1381301707
578	0.1381173057
579	0.138109723
580	0.1381048864
581	0.1381007118
582	0.1380903635
583	0.1380778684
584	0.1380759617
585	0.1380692798
586	0.1380589554
587	0.1380538285
588	0.1380490657
589	0.1380326081
590	0.138023964
591	0.1380209274
592	0.1380159879
593	0.1380096925
594	0.137997992
595	0.1379888904
596	0.1379833379
597	0.1379794659
598	0.1379778633
599	0.1379736029
600	0.1379638733
601	0.1379577152
602	0.1379451346
603	0.1379397557
604	0.1379240569
605	0.1379126919
606	0.1379087535
607	0.1379030179
608	0.1378869872
609	0.1378854179
610	0.1378659631
611	0.1378616856
612	0.137845152
613	0.1378382086
614	0.1378310062
615	0.1378101717
616	0.1378060322
617	0.1378027501
618	0.1377991106
619	0.1377867155
620	0.137779877
621	0.1377690457
622	0.1377646007
623	0.1377601525
624	0.1377466866
625	0.1377419038
626	0.1377368226
627	0.1377320365
628	0.137725391
629	0.1376833935
630	0.1376708309
631	0.1376415815
632	0.137631514
633	0.1376272791
634	0.13761819
635	0.1376138043
636	0.137598107
637	0.1375913891
638	0.1375879363
639	0.1375860613
640	0.1375641703
641	0.1375607903
642	0.137552906
643	0.1375434714
644	0.1375334469
645	0.1375257768
646	0.1375208311
647	0.1375101743
648	0.137505695
649	0.1375022947
650	0.1374869946
651	0.1374739111
652	0.1374646918
653	0.1374525484
654	0.1374457405
655	0.137439577
656	0.1374291928
657	0.137424039
658	0.1374101152
659	0.1374060163
660	0.1373957934
661	0.1373910485
662	0.137386992
663	0.137379719
664	0.1373385536
665	0.1373340891
666	0.1373198216
667	0.1373170336
668	0.1373100514
669	0.1373057745
670	0.1372739721
671	0.1372704826
672	0.1372674045
673	0.1372569501
674	0.1372526299
675	0.1372354449
676	0.1372311791
677	0.1372044167
678	0.1371983808
679	0.1371892581
680	0.1371799835
681	0.1371735143
682	0.1371696569
683	0.1371656303
684	0.1371587985
685	0.137150372
686	0.1371448563
687	0.1371396531
688	0.1371311792
689	0.1371233437
690	0.1371189588
691	0.1371063903
692	0.1371042212
693	0.1371029541
694	0.1370982966
695	0.1370941054
696	0.1370861294
697	0.1370782897
698	0.1370752715
699	0.1370656675
700	0.1370589888
701	0.1370538321
702	0.1370441904
703	0.1370419798
704	0.1370277037
705	0.1370210296
706	0.1370166575
707	0.1370080597
708	0.1370048404
709	0.1369924694
710	0.1369896761
711	0.1369803344
712	0.1369763646
713	0.136972416
714	0.1369658678
715	0.1369606949
716	0.1369561244
717	0.1369508499
718	0.1369485577
719	0.1369475463
720	0.1369457593
721	0.1369403899
722	0.1369318813
723	0.1369231577
724	0.1369202241
725	0.1369156527
726	0.1369059087
727	0.136898969
728	0.1368914536
729	0.1368883754
730	0.1368774876
731	0.1368732874
732	0.1368673638
733	0.1368598081
734	0.1368556642
735	0.1368463431
736	0.1368430384
737	0.1368353026
738	0.1368293303
739	0.1368141593
740	0.1368116832
741	0.136801306
742	0.1367971815
743	0.1367911801
744	0.136785719
745	0.1367813879
746	0.1367793159
747	0.1367568248
748	0.1367509862
749	0.1367451223
750	0.1367439899
751	0.1367411758
752	0.1367358182
753	0.1367244415
754	0.1367145395
755	0.1367083211
756	0.1367047935
757	0.136699893
758	0.1366910437
759	0.1366868245
760	0.136681421
761	0.1366765892
762	0.1366715272
763	0.1366699772
764	0.1366681622
765	0.1366577548
766	0.1366551194
767	0.1366518235
768	0.1366435945
769	0.1366392624
770	0.1366316361
771	0.1366305357
772	0.1366287047
773	0.1366170739
774	0.1366122769
775	0.1366090159
776	0.1365915743
777	0.1365855579
778	0.1365791655
779	0.1365705684
780	0.1365677018
781	0.136562991
782	0.1365582259
783	0.1365495948
784	0.1365371898
785	0.1364559537
786	0.1364544331
787	0.1364507489
788	0.1364420695
789	0.1364380703
790	0.1364325015
791	0.1364318291
792	0.1364290651
793	0.1364228324
794	0.1364186861
795	0.1364168159
796	0.1364144604
797	0.1364102346
798	0.1364049874
799	0.1364012745
800	0.1363940776
801	0.1363860787
802	0.1363806402
803	0.1363770966
804	0.136375637
805	0.1363739111
806	0.1363518098
807	0.1363490403
808	0.1363437951
809	0.1363280554
810	0.1363245487
811	0.1363193126
812	0.1363132629
813	0.1363102762
814	0.1363065262
815	0.136301559
816	0.1362978523
817	0.1362945732
818	0.1362833989
819	0.136280916
820	0.1362764455
821	0.1362734381
822	0.1362708109
823	0.1362659122
824	0.1362489187
825	0.1362434283
826	0.1362419905
827	0.1362404967
828	0.136236016
829	0.1362324487
830	0.1362260121
831	0.1362241829
832	0.1362210577
833	0.1362126305
834	0.136204428
835	0.1361919207
836	0.1361900931
837	0.1361821567
838	0.1361800538
839	0.1361771952
840	0.136172316
841	0.1361608537
842	0.1361575209
843	0.1361520526
844	0.1361511787
845	0.1361483061
846	0.1361448232
847	0.1361404706
848	0.1361353378
849	0.1361330508
850	0.1361211209
851	0.1361162801
852	0.1361045166
853	0.1361025638
854	0.1360964285
855	0.1360899294
856	0.1360874523
857	0.1360820701
858	0.1360774209
859	0.136071589
860	0.1360665171
861	0.1360628678
862	0.1360576142
863	0.136054811
864	0.1360501268
865	0.1360443799
866	0.1360436697
867	0.1360385185
868	0.1360341081
869	0.1360309127
870	0.136028296
871	0.1360202703
872	0.1360155696
873	0.1360082483
874	0.1360074145
875	0.1360063026
876	0.1360033047
877	0.1359412733
878	0.1359343955
879	0.1359278453
880	0.1359196835
881	0.1359111539
882	0.1359047679
883	0.135901608
884	0.1358972257
885	0.1358948219
886	0.1358889403
887	0.1358811924
888	0.1358755438
889	0.1358674591
890	0.1358650791
891	0.1358614305
892	0.1358572693
893	0.1358555302
894	0.1358454909
895	0.1358403793
896	0.1358364462
897	0.1358342733
898	0.1358301851
899	0.1358291591
900	0.1358251318
901	0.1358204857
902	0.1358154766
903	0.1358118062
904	0.1358090358
905	0.1358023754
906	0.1357999759
907	0.1357975279
908	0.1357951394
909	0.1357892637
910	0.1357857394
911	0.1357827887
912	0.1357788197
913	0.1357741113
914	0.1357652337
915	0.1357609329
916	0.1357587619
917	0.1357495064
918	0.1357457639
919	0.1357350284
920	0.1357286427
921	0.135726628
922	0.1357224354
923	0.1357154729
924	0.1357031993
925	0.1356960755
926	0.1356881651
927	0.1356776119
928	0.1356711452
929	0.1356683981
930	0.1356629487
931	0.1356598256
932	0.1356526276
933	0.1356489957
934	0.135643385
935	0.135641998
936	0.1356361217
937	0.1356308132
938	0.1356296436
939	0.1356255487
940	0.1356242477
941	0.135620965
942	0.135615306
943	0.1356115707
944	0.1356091272
945	0.1355981254
946	0.1355950404
947	0.1355914306
948	0.1355874553
949	0.1355800119
950	0.1355748131
951	0.1355738789
952	0.1355717624
953	0.1355648589
954	0.1355554401
955	0.1355437819
956	0.1355414932
957	0.1355408496
958	0.1355319361
959	0.135529165
960	0.1355276245
961	0.1355209947
962	0.1355142781
963	0.135510772
964	0.1355053008
965	0.1354998122
966	0.1354966744
967	0.1354282977
968	0.1354268241
969	0.1354216205
970	0.1354151932
971	0.1354131159
972	0.1354085538
973	0.1353942839
974	0.1353806702
975	0.1353791069
976	0.1353502819
977	0.1353462124
978	0.1353436302
979	0.1353423561
980	0.1353381014
981	0.1353328486
982	0.1353297481
983	0.1353236015
984	0.1353140103
985	0.1353061094
986	0.1353012973
987	0.1353001311
988	0.1352981331
989	0.1352963045
990	0.1352867537
991	0.1352806824
992	0.1352799939
993	0.1352759117
994	0.1352709688
995	0.1352686969
996	0.1352659193
997	0.1352580975
998	0.1352563392
999	0.1352519942
